Date,ACC,ADANIENT,ADANIPORTS,AMBUJACEM,APOLLOHOSP,ASHOKLEY,ASIANPAINT,AXISBANK,BAJAJ-AUTO,BAJAJFINSV,BAJAJHLDNG,BANKBARODA,BANKINDIA,BHARATFORG,BHARTIARTL,BHEL,BOSCHLTD,BPCL,CANBK,CIPLA,COALINDIA,COLPAL,CONCOR,CUMMINSIND,DABUR,DIVISLAB,DLF,DRREDDY,EXIDEIND,FEDERALBNK,GAIL,GLAXO,GLENMARK,GODREJCP,GRASIM,GSKCONS,HCLTECH,HDFC,HDFCBANK,HEROMOTOCO,HINDALCO,HINDPETRO,HINDUNILVR,ICICIBANK,IDBI,IDEA,IDFC,INDHOTEL,INDUSINDBK,INFY,ITC,JINDALSTEL,JPASSOCIAT,JSWSTEEL,KOTAKBANK,LICHSGFIN,LT,LUPIN,M&M,MARUTI,MCDOWELL-N,MPHASIS,NMDC,NTPC,OFSS,ONGC,PETRONET,PFC,PNB,POWERGRID,RCOM,RECLTD,RELCAPITAL,RELIANCE,RELINFRA,RPOWER,SAIL,SBIN,SIEMENS,SRTRANSFIN,SUNPHARMA,TATACHEM,TATAMOTORS,TATAPOWER,TATASTEEL,TCS,TECHM,TITAN,UBL,ULTRACEMCO,UNIONBANK,YESBANK,ZEEL,M&MFIN,OIL,WIPRO,UPL,AUROPHARMA,MOTHERSUMI,EICHERMOT,IBULHSGFIN,BRITANNIA,MRF,VEDL,MARICO,SUNDARMFIN,IOC,ABB,BAJFINANCE,BEL,CADILAHC,CASTROLIND,EMAMILTD,HINDZINC,NHPC,PGHH,PIDILITIND,SHREECEM,TATAMTRDVR,TORNTPHARM,INDIGO,PEL,HAVELLS,ICICIPRULI,SUNTV,DMART,ABCAPITAL,GICRE,L&TFH,SBILIFE,BANDHANBNK,BIOCON,HDFCLIFE,ICICIGI,NIACL,HDFCAMC,PAGEIND,BERGEPAINT,NESTLEIND,ADANITRANS,ABBOTINDIA,IGL,NAUKRI,MUTHOOTFIN,SBICARD,ADANIGREEN,ALKEM,LTI,TATACONSUM,INDUSTOWER,JUBLFOOD
2013-01-31,1136.1829833984375,33.57648086547852,143.8538360595703,170.63340759277344,778.6611328125,20.02997589111328,421.2547912597656,285.4835510253906,1611.0098876953125,845.1514892578125,811.8804321289062,158.15362548828125,324.4471130371094,106.09730529785156,297.0746154785156,130.78501892089844,8628.1845703125,84.52991485595703,419.4734802246094,391.8164367675781,181.09567260742188,582.5262451171875,174.24575805664062,399.500732421875,120.78436279296876,479.5125732421875,250.55381774902344,1780.582763671875,109.1909408569336,45.508094787597656,75.3516616821289,846.6499633789062,486.3183288574219,223.47088623046875,438.4225463867188,3414.608642578125,148.5557861328125,687.9827270507812,303.3673400878906,1420.2576904296875,108.59137725830078,43.3637809753418,410.8297424316406,192.6798095703125,98.4320068359375,67.05217742919922,66.65045166015625,55.7696533203125,417.493896484375,282.4953308105469,165.88804626464844,415.2997131347656,86.09080505371094,76.19230651855469,338.3388671875,245.1127014160156,589.528076171875,574.5991821289062,416.44573974609375,1460.27001953125,360.5245361328125,287.9494323730469,88.62288665771484,89.6094741821289,2045.68896484375,162.47073364257812,61.14946365356445,65.68253326416016,168.4754638671875,61.84092712402344,82.5433120727539,66.06771087646484,363.3197326660156,410.3173828125,462.5579528808594,90.3730926513672,75.29243469238281,225.5434875488281,611.4698486328125,720.30908203125,342.3328552246094,285.63446044921875,291.4795837402344,78.72624969482422,312.3373718261719,564.5208740234375,210.4747772216797,264.07696533203125,721.6808471679688,1846.7398681640625,225.69613647460938,95.50114440917969,216.0917816162109,196.42062377929688,174.07989501953125,142.82275390625,80.15362548828125,89.39421844482422,35.30711364746094,247.76271057128903,,215.4858703613281,12985.7265625,113.5791473388672,99.29515838623048,359.5179443359375,52.52287673950195,612.694580078125,124.69561767578124,32.55117416381836,154.4317626953125,106.4969482421875,172.462646484375,66.01606750488281,18.3394832611084,2214.48291015625,219.29595947265625,4310.275390625,162.63438415527344,308.8326110839844,,443.9818420410156,119.73458862304688,,374.4324035644531,,,,75.508544921875,,,44.52131271362305,,,,,3148.79150390625,58.53088760375977,4254.126953125,,1339.8436279296875,47.42095947265625,333.0845947265625,176.1440887451172,,,,,131.59518432617188,142.34326171875,590.5357055664062
2013-02-28,1092.7744140625,28.957277297973636,132.48313903808594,162.15492248535156,796.3822021484375,18.227685928344727,399.8277282714844,254.9464874267578,1567.9755859375,803.6875610351562,799.8616333007812,126.7871551513672,292.27813720703125,98.80095672607422,282.4657897949219,116.61328887939452,8164.0693359375,76.60105895996094,362.36370849609375,346.3828430175781,158.7758026123047,548.914794921875,195.124267578125,392.88018798828125,115.05006408691406,461.1576232910156,250.32814025878903,1631.4649658203125,111.23603057861328,44.40088653564453,74.09093475341797,872.3328857421875,485.4957275390625,227.85723876953125,431.12982177734375,3588.673095703125,156.19952392578125,662.7044067382812,295.0171203613281,1299.7138671875,92.42415618896484,38.23112106323242,384.04498291015625,168.29457092285156,80.45626068115234,69.8126220703125,58.63824844360352,48.73075485229492,394.6936340332031,294.3946228027344,158.9591827392578,344.8311767578125,68.86274719238281,63.82453155517578,328.0198059082031,202.3594665527344,522.9797973632811,556.2002563476561,409.16357421875,1250.453369140625,367.657470703125,292.4275207519531,79.19892883300781,86.07298278808594,1801.247802734375,149.9159698486328,56.65644836425781,64.54825592041016,146.0052947998047,59.43534851074219,60.93432998657226,64.16316986083984,275.83544921875,376.6274719238281,375.9685363769531,70.4371337890625,62.94015884399414,192.5075836181641,469.7452392578125,634.4428100585938,382.4544982910156,261.20965576171875,281.25820922851557,73.50897216796875,263.43099975585943,637.1148071289062,221.45208740234372,246.63563537597656,606.0263061523438,1813.2520751953125,187.77777099609372,86.32870483398438,204.7284393310547,176.77288818359375,170.2114715576172,144.50584411621094,69.73545837402344,77.17113494873047,35.19984817504883,243.3966522216797,,215.26235961914062,11294.568359375,94.2789306640625,93.53164672851562,358.4637756347656,46.97050476074219,541.9483032226561,123.69168090820312,28.81792068481445,135.6673583984375,112.34221649169922,175.0714569091797,58.97502899169922,17.106311798095707,2232.49072265625,227.5508117675781,4203.16015625,155.25746154785156,298.8221435546875,,449.1512451171875,116.0241470336914,,326.0124206542969,,,,72.1995849609375,,,43.5261116027832,,,,,3053.018798828125,63.8824691772461,4280.2529296875,,1262.210205078125,46.65434265136719,336.221435546875,162.67494201660156,,,,,110.316162109375,133.7364501953125,514.886474609375
2013-03-31,1012.1898193359376,27.151222229003906,132.53089904785156,147.4674072265625,807.9393310546875,17.899995803833008,460.1969604492188,246.7052764892578,1430.1322021484375,765.3480224609375,764.0144653320312,123.0964584350586,278.35357666015625,96.07366180419922,255.21646118164062,102.61273193359376,8370.830078125,77.78523254394531,334.8551025390625,365.5381774902344,163.36920166015625,535.7334594726561,193.72378540039062,411.0434875488281,124.65272521972656,450.8843078613281,211.8334808349609,1641.734619140625,115.1039581298828,43.26667022705078,70.90494537353516,911.3016967773438,447.9935302734375,244.5312805175781,410.3310546875,3843.50732421875,171.65963745117188,722.7077026367188,295.0171203613281,1201.93017578125,85.6021499633789,37.63076400756836,404.7619934082031,169.07101440429688,73.41234588623047,67.61613464355469,56.39955139160156,48.324668884277344,387.7003173828125,292.607177734375,166.858642578125,343.6946105957031,64.80325317382811,58.048606872558594,324.73760986328125,195.82894897460938,522.3681030273439,597.6572875976562,403.3564758300781,1182.9146728515625,379.4558410644531,302.3487854003906,79.22783660888672,83.03135681152344,1640.048828125,150.96148681640625,54.60132598876953,57.899574279785156,132.60447692871094,60.29011154174805,55.19522476196289,58.61005020141602,239.1287841796875,357.6769714355469,291.12890625,60.24872970581055,55.52759552001953,191.75357055664062,511.0563659667969,633.3484497070312,390.4644165039063,256.69989013671875,263.26080322265625,75.14424133300781,241.3305969238281,661.7888793945312,223.23243713378903,242.3817138671875,690.9647216796875,1814.125732421875,192.9102478027344,78.44572448730469,197.6380615234375,184.73048400878903,168.68614196777344,151.70689392089844,70.69898986816406,70.00079345703125,34.708236694335945,226.7245635986328,,234.68739318847656,11832.27734375,94.67465209960938,93.3124771118164,352.4031677246094,45.18925094604492,461.3380126953125,110.82875061035156,29.532365798950195,132.48347473144528,111.3592529296875,177.4444122314453,62.34136581420898,12.553062438964846,2233.109619140625,248.87191772460938,3900.1396484375,149.24842834472656,309.4554138183594,,478.7970581054688,117.09724426269531,,309.7137145996094,,,,67.83360290527344,,,43.573875427246094,,,,,3102.814208984375,65.71681213378906,4124.2080078125,,1239.1241455078125,50.58783340454102,346.8866271972656,142.12286376953125,,,,,112.65113067626952,124.7115249633789,613.333740234375
2013-04-30,1076.892333984375,29.286264419555664,138.55070495605472,157.92221069335938,803.4127807617188,18.67825126647949,438.1100769042969,283.1221618652344,1494.3851318359375,735.9365234375,745.0020141601562,127.38861083984376,301.4692687988281,107.09130096435548,278.83547973632807,111.74352264404295,8290.9287109375,85.3125,361.6225891113281,390.1319274902344,168.7073974609375,639.2684936523438,211.4033966064453,421.0519104003906,134.52850341796878,490.76751708984375,214.99249267578125,1884.950927734375,117.9937744140625,41.08826065063477,78.23495483398438,955.9467163085938,471.4142456054688,259.523681640625,427.4908142089844,3681.427734375,156.19195556640625,741.3822021484375,321.8840637207031,1281.7864990234375,90.88220977783205,40.507171630859375,506.0498962402344,188.2314453125,80.730712890625,78.80634307861328,60.07180404663086,51.3477783203125,448.101806640625,226.3861389160156,177.31930541992188,300.9984130859375,74.50642395019531,60.67324829101562,351.6416320800781,212.1552734375,578.1912231445312,668.0678100585938,432.76641845703125,1541.51953125,441.7544250488281,288.8758850097656,72.66886138916016,92.03934478759766,1678.546630859375,158.37867736816406,56.23332595825195,62.43350601196289,141.8400421142578,63.937171936035156,96.7663116455078,63.0947265625,269.8323974609375,364.7573852539063,336.6219787597656,69.89832305908203,54.72864151000977,209.4741973876953,508.6810607910156,679.8611450195312,453.4479064941406,258.49581909179693,293.435791015625,73.74258422851562,233.53952026367188,578.9052124023438,200.8459930419922,255.89990234375,725.7302856445312,1845.08984375,216.62582397460938,91.75169372558594,219.66046142578125,215.75575256347656,181.61627197265625,120.89005279541016,85.00137329101562,91.55978393554688,34.82443618774414,261.7836303710937,,259.23126220703125,13223.423828125,96.6534194946289,98.79110717773438,386.6098937988281,48.045677185058594,494.8684387207031,118.37276458740234,30.0487003326416,140.06416320800778,116.8452377319336,189.08834838867188,61.23638916015625,13.691376686096193,2419.689208984375,235.0981292724609,4342.29833984375,168.88766479492188,306.8749694824219,,439.4389343261719,119.76187133789062,,330.65216064453125,,,,71.28043365478516,,,45.74740219116211,,,,,3346.200439453125,64.72391510009766,4477.59912109375,,1317.70263671875,54.77687072753906,340.3717041015625,101.79277801513672,,,,,129.74484252929688,123.91007232666016,545.751220703125
2013-05-31,1064.1875,28.42687797546387,145.28712463378906,154.36672973632812,970.509521484375,19.456512451171875,455.129150390625,271.33407592773443,1446.7816162109375,657.6210327148438,775.2376098632812,118.76785278320312,264.47491455078125,108.7381362915039,264.97268676757807,116.2654266357422,8580.9638671875,77.61018371582031,359.224853515625,356.68243408203125,171.61431884765625,629.9713134765625,215.1160430908203,373.48126220703125,142.31072998046875,446.3640441894531,175.7306365966797,1944.2449951171875,122.66193389892578,40.53915786743164,68.18683624267578,1055.56396484375,571.0489501953125,272.57266235351557,416.2746276855469,5322.3564453125,161.26918029785156,778.599853515625,330.4701843261719,1353.4188232421875,95.69497680664062,37.1689567565918,513.5914306640625,189.8689117431641,72.95494842529297,77.79714965820312,56.83157730102539,46.294227600097656,495.5704650878906,247.0709381103516,186.03424072265625,281.1328125,65.00128173828125,59.05443572998047,389.3619079589844,222.8218078613281,535.578369140625,701.4426879882812,453.1145324707031,1482.428955078125,482.42431640625,376.1602478027344,67.95909118652344,90.19679260253906,1677.0416259765625,158.96043395996094,57.42206954956055,58.65256881713867,140.39006042480472,64.56398010253906,106.19841003417969,62.16685485839844,249.7201690673828,377.2841491699219,324.2392578125,67.44918823242189,49.89049911499024,193.05381774902344,554.6961059570311,743.8846435546875,497.8129577636719,240.81576538085938,306.4447937011719,69.61550140380861,225.05413818359372,629.3242797851562,203.84841918945312,277.50054931640625,755.853759765625,1823.2012939453125,194.7243194580078,90.18842315673828,212.33529663085938,238.9180908203125,196.3794250488281,113.7063980102539,93.34194946289062,81.7275619506836,38.37301635742188,327.548095703125,,323.7653503417969,14721.5087890625,99.8522491455078,103.69509887695312,416.7267150878906,45.87126159667969,608.7109985351562,142.1293487548828,33.48927688598633,138.11991882324222,122.79318237304688,225.50875854492188,60.17078399658203,12.173624038696287,2533.441650390625,269.15524291992193,4789.9755859375,168.88766479492188,350.6539306640625,,419.3879699707031,134.38540649414062,,330.1365966796875,,,,70.591064453125,,,43.04045486450195,,,,,3947.982666015625,75.67952728271484,4766.048828125,,1327.960205078125,50.35967636108398,326.6177673339844,107.32752227783205,,,,,128.55535888671878,118.82266998291016,542.5294189453125
2013-06-30,1067.5928955078123,27.668197631835934,143.614990234375,158.1761474609375,1014.571044921875,16.46635627746582,437.3363037109375,251.3521881103516,1528.9949951171875,637.33544921875,673.768310546875,108.21266174316406,221.51025390625,102.84658813476562,256.02182006835943,101.01847076416016,8486.8369140625,75.57133483886719,314.408935546875,377.2815856933594,159.90731811523438,589.5023803710938,202.7468719482422,375.4581604003906,142.24435424804688,452.5280151367188,163.59104919433594,2062.1357421875,108.07833862304688,36.839454650878906,69.80210876464844,986.412841796875,530.5950317382811,258.00128173828125,402.54248046875,4729.865234375,168.0135040283203,780.8584594726562,318.4837951660156,1296.2841796875,93.26522827148438,33.39532470703125,507.22015380859375,176.10302734375,64.81325531005861,84.000732421875,50.33149337768555,43.31623077392578,450.6184997558594,255.9990997314453,177.5233917236328,214.9141387939453,53.07035446166992,56.8355712890625,359.15087890625,221.82046508789062,538.31201171875,743.04248046875,454.5428771972656,1419.7841796875,433.1329345703125,287.1773376464844,60.93780899047852,84.084228515625,1728.8955078125,160.51171875,51.2788200378418,46.172279357910156,124.6828384399414,63.42430114746094,118.3253936767578,56.44503402709961,257.59683227539057,403.6280212402344,313.3370666503906,63.2856559753418,45.05236434936523,184.2865753173828,513.8973388671875,649.5592651367188,482.2935485839844,224.7321319580078,275.1449584960937,67.2015380859375,211.1690673828125,643.2954711914062,223.2956695556641,211.2804718017578,715.4586791992188,1821.939453125,171.18638610839844,85.3393783569336,221.67958068847656,247.3493804931641,189.7574615478516,122.88063049316406,81.74948120117188,86.61968994140625,35.441192626953125,289.96710205078125,,301.45672607421875,12775.505859375,86.99758911132812,91.21916961669922,397.68988037109375,37.671085357666016,581.4136352539062,133.67311096191406,32.62401962280273,139.56825256347656,117.28911590576172,214.88079833984372,53.198974609375,11.667706489562988,2461.54443359375,252.0795440673828,4509.623046875,137.67007446289062,370.3696899414063,,446.2140197753906,135.06401062011722,,301.0688171386719,,,,72.33745574951172,,,44.72035598754883,,,,,3829.20849609375,77.2446060180664,4363.1279296875,,1367.3043212890625,48.8355598449707,285.0184326171875,79.7312240600586,,,,,120.3615951538086,108.66159057617188,514.0994262695311
2013-07-31,1034.24462890625,24.74587440490723,120.5435562133789,142.9650421142578,908.5494995117188,11.442005157470705,478.7919616699219,199.0568389892578,1575.0787353515625,586.2381591796875,707.8521118164062,105.84730529785156,176.0453643798828,94.54279327392578,302.31195068359375,91.77172088623048,8445.8017578125,66.67452239990234,247.84762573242188,385.3190612792969,148.80813598632812,597.7569580078125,186.7309112548828,359.0474548339844,147.7364501953125,434.41339111328125,136.82249450683594,2134.0244140625,109.99952697753906,32.204429626464844,67.10627746582031,1000.6740112304688,559.9134521484375,251.29049682617188,390.2417602539063,4275.70361328125,202.9910888671875,711.0382690429688,290.0604553222656,1418.153076171875,84.20035552978516,27.92619514465332,536.2902221679689,149.5087127685547,59.55319213867188,100.2962875366211,44.87852478027344,40.55305099487305,373.4991149902344,304.2310791015625,187.01937866210938,197.469970703125,36.150001525878906,49.68362426757813,324.7396545410156,146.76266479492188,485.863037109375,832.2279663085938,427.0579528808594,1224.554931640625,476.49017333984375,309.4906005859375,56.57479476928711,76.45083618164062,1895.2513427734373,140.9264678955078,47.560279846191406,34.63721466064453,109.21361541748048,57.6118278503418,139.33551025390622,44.56557083129883,262.3763427734375,408.0498962402344,306.42779541015625,71.51475524902344,37.01839828491211,161.13990783691406,476.7779235839844,579.8307495117188,539.0550537109375,206.17404174804688,286.0782470703125,69.45520782470703,171.61691284179688,771.0313720703125,262.5904541015625,251.0872802734375,681.6807861328125,1791.1103515625,122.26943969726562,59.9652214050293,233.9886474609375,221.4468536376953,170.8163604736328,154.21697998046875,78.15787506103516,81.42935943603516,36.74622344970703,308.757568359375,128.9112548828125,316.2780456542969,13063.4111328125,77.88964080810547,92.05381774902344,387.4917602539063,32.88096237182617,474.59716796875,111.60897064208984,28.201892852783203,132.59703063964844,111.85614776611328,209.4226531982422,52.88680648803711,10.497775077819824,2484.772705078125,255.5876007080078,4207.720703125,129.489013671875,386.4276428222656,,448.9126892089844,111.77108764648438,,321.09503173828125,,,,57.06617736816406,,,50.61409759521485,,,,,4102.38037109375,69.66457366943361,4774.3857421875,,1312.6439208984375,47.82252502441406,305.1803894042969,59.06305313110352,,,,,143.01893615722656,105.74783325195312,553.69482421875
2013-08-31,849.6572875976562,20.008808135986328,121.2172622680664,146.46449279785156,837.2716674804688,10.13314151763916,397.0596923828125,160.26715087890625,1495.50048828125,586.7352905273438,696.3444213867188,86.84906768798828,135.63215637207028,113.10867309570312,262.47171020507807,68.98821258544922,7739.96337890625,56.22284698486328,183.51040649414062,403.384521484375,132.87290954589844,522.7713012695311,197.7390594482422,330.02154541015625,149.2925262451172,461.1033630371094,118.55512237548828,2144.96923828125,111.92073822021484,23.592632293701172,65.82518768310547,993.3849487304688,500.0474853515625,255.4951171875,333.2270812988281,3721.2841796875,225.2702178955078,638.3755493164062,282.5680847167969,1595.168701171875,99.47175598144531,23.170942306518555,552.8372192382811,132.19035339355472,53.49320983886719,94.92379760742188,32.992889404296875,41.240394592285156,343.90447998046875,318.1842956542969,168.9578094482422,219.2628326416016,33.09999847412109,47.53702163696289,328.34869384765625,146.9398193359375,422.0718078613281,760.6265869140625,367.01025390625,1154.8470458984375,439.7364196777344,324.8937072753906,68.76812744140625,76.56781768798828,1900.215576171875,120.78372955322266,49.881797790527344,34.957626342773445,82.34603881835938,55.645851135253906,123.1999969482422,47.89495086669922,245.2470550537109,399.5337219238281,313.5409240722656,66.32257843017578,41.45863342285156,143.27059936523438,403.0513000488281,475.3531799316406,497.0025024414063,205.7415771484375,294.695068359375,59.83164978027344,218.0019989013672,863.4872436523438,289.70703125,214.1486358642578,706.7178955078125,1438.2811279296875,93.516357421875,45.03868865966797,219.21636962890625,239.5019073486328,143.55245971679688,170.2724609375,81.87089538574219,87.32131958007812,35.05279922485352,282.2597961425781,124.6416015625,317.7710266113281,12746.681640625,114.9915542602539,93.3717041015625,363.4518737792969,34.61962127685547,425.7939147949219,100.17930603027344,29.892770767211914,117.8169937133789,116.14561462402344,183.4964904785156,64.38508605957031,10.501365661621094,2326.46630859375,214.05343627929688,3474.39599609375,145.2162322998047,367.1940307617188,,507.6719665527344,110.65970611572266,,310.92816162109375,,,,51.49421691894531,,,56.47610473632813,,,,,3746.58203125,68.79989624023439,4416.49853515625,,1288.2410888671875,47.96039962768555,289.34503173828125,87.93658447265625,,,,,124.48111724853516,98.92540740966795,494.4494934082031
2013-09-30,979.95654296875,19.902751922607425,132.86257934570312,155.810546875,900.3175659179688,12.793091773986815,433.1860046386719,193.9195251464844,1617.9818115234375,601.997802734375,671.4255981445312,93.0216064453125,150.54881286621094,117.6151885986328,279.6275634765625,81.59998321533203,8487.541015625,70.93504333496094,200.386474609375,418.4286193847656,158.02392578125,538.6720581054689,204.1684112548828,342.4792175292969,155.15074157714844,450.0192260742188,116.95673370361328,2227.526123046875,115.58441162109376,26.2130126953125,74.41062927246094,1042.88720703125,515.5845336914061,264.1220092773437,390.1311950683594,3969.25390625,235.3921661376953,678.8818969726562,282.1162109375,1613.9815673828125,105.95799255371094,26.5412654876709,549.3350830078125,145.3312530517578,57.0041618347168,100.07062530517578,36.087249755859375,43.943931579589844,355.47235107421875,308.6721496582031,186.3078765869141,234.32464599609372,34.900001525878906,64.06018829345703,337.5579833984375,166.46978759765625,459.47021484375,817.6114501953125,387.72119140625,1261.64404296875,506.6400146484375,338.7526550292969,71.75349426269531,87.08585357666016,1969.0445556640625,130.07563781738278,48.77239608764648,42.289527893066406,88.39962005615234,56.54278945922852,146.85000610351562,53.34112167358398,247.6032867431641,384.817626953125,339.3716125488281,66.07766723632811,44.77531433105469,152.32080078125,444.8746948242188,526.14794921875,568.341796875,197.64149475097656,327.4389953613281,64.01236724853516,216.0527191162109,818.724609375,282.5122985839844,221.2503967285156,850.622802734375,1764.4384765625,100.7275848388672,53.18212127685547,216.3755645751953,244.1934051513672,146.66049194335938,166.55783081054688,88.89806365966797,97.32561492919922,41.49493408203125,315.0491027832031,115.65958404541016,371.8789367675781,13232.171875,110.11772918701172,96.60051727294922,380.73052978515625,34.36336898803711,515.0448608398439,113.71149444580078,28.176700592041016,122.4374542236328,111.15513610839844,216.98355102539062,69.48384094238281,12.831356048583984,2317.39599609375,239.10731506347656,3984.42333984375,162.4318084716797,394.7607116699219,,478.7972106933594,116.80440521240234,,315.15625,,,,59.89859008789063,,,54.2357063293457,,,,,4119.67919921875,73.5979232788086,4707.68701171875,,1288.4285888671875,50.21625900268555,307.31103515625,72.73333740234375,,,,,128.82452392578122,111.14892578125,568.7213745117188
2013-10-31,1000.1384887695312,29.362749099731445,140.03265380859378,160.76100158691406,880.1738891601562,14.524170875549315,509.9085998535156,235.25860595703125,1733.9503173828125,634.461669921875,714.1683349609375,121.17028045654295,200.06455993652344,140.52328491210938,322.14434814453125,83.7973861694336,8249.99609375,76.99530029296875,233.6862030029297,399.7565612792969,154.5355224609375,538.3027954101561,215.49925231933597,331.3637390136719,163.526123046875,451.016357421875,138.51219177246094,2297.92138671875,111.51863098144531,37.80900192260742,80.26722717285156,1027.379638671875,547.28955078125,274.89373779296875,415.0484008789063,4269.388671875,237.59500122070312,759.5393676757812,323.85919189453125,1669.5281982421875,108.94073486328124,27.812042236328125,538.7548217773439,184.3592987060547,66.07411193847656,102.7470932006836,43.34158706665039,45.04368209838867,429.5552368164063,341.1222229003906,183.35235595703125,238.65293884277344,47.6500015258789,75.63167572021484,374.56939697265625,198.88690185546875,567.2091064453125,848.2295532226562,416.0230407714844,1519.4888916015625,514.8300170898439,326.901123046875,82.92577362060547,88.06034851074219,2053.407958984375,142.62913513183594,51.05282974243164,43.42026901245117,104.290283203125,58.416969299316406,146.89999389648438,55.09975814819336,290.6835632324219,428.0067138671875,395.5213928222656,71.66170501708984,55.30804824829102,169.4732666015625,542.2608642578125,560.53076171875,583.1897583007812,222.5647735595703,375.34844970703125,64.80119323730469,266.4556884765625,898.7639770507812,328.0484313964844,254.7095947265625,914.5802001953124,1918.0819091796875,113.49652099609376,68.25669097900389,251.93312072753903,267.69815063476557,158.88218688964844,168.19509887695312,100.95775604248048,104.22764587402344,48.69496154785156,350.22320556640625,139.63658142089844,425.0594482421875,15571.2001953125,123.06379699707031,93.1081314086914,398.159423828125,33.404464721679695,597.5072021484375,132.00970458984378,27.67643928527832,119.11397552490234,109.95233917236328,222.7324676513672,70.35980987548828,11.879672050476074,2443.625732421875,274.92581176757807,4297.09765625,192.1001892089844,406.74224853515625,,453.96075439453125,135.87226867675778,,336.75714111328125,,,,76.56803894042969,,,55.57673645019531,,,,,4192.1142578125,78.09078216552734,5048.0771484375,,1254.3770751953125,52.28569030761719,375.621826171875,85.26387023925781,,,,,146.86978149414062,117.15408325195312,585.272705078125
